"WEEK","VEND","UPC","UNITS","DOLLARS","F","D","VOL_EQ","PPU"
37,79311,"00-02-79311-00003",16,43.04,"NONE",0,1,2.69
37,51087,"08-01-51087-00006",5,23.45,"NONE",0,1,4.69
37,51651,"00-01-51651-09235",2,9.98,"NONE",0,1,4.99
37,48001,"00-01-48001-00643",202,337.34,"B",1,1.0187,1.67
37,48001,"00-01-48001-00641",82,136.94,"B",0,1.0187,1.67
37,48001,"00-01-48001-00687",130,217.1,"B",1,0.9375,1.67
37,72457,"00-01-72457-66011",1,3.99,"NONE",0,0.75,3.99
37,99998,"88-02-99998-35369",15,40.35,"NONE",0,1,2.69
37,99998,"88-02-99998-35364",12,23.88,"NONE",0,1.125,1.99
37,99998,"88-02-99998-35365",1,1.99,"NONE",0,1.0812,1.99
37,99998,"88-02-99998-35316",6,10.74,"NONE",0,1.125,1.79
37,99998,"88-02-99998-35347",9,17.91,"NONE",0,1.125,1.99
37,99998,"88-02-99998-35276",15,40.35,"NONE",0,1,2.69
37,99998,"88-02-99998-35373",21,62.79,"NONE",0,1.125,2.99
37,99998,"88-02-99998-35197",18,27.68,"NONE",0,1.125,1.53777777777778
37,99998,"88-02-99998-35374",8,23.92,"NONE",0,1.125,2.99
38,45300,"00-01-45300-00542",4,8.76,"NONE",0,1.0187,2.19
38,45300,"00-01-45300-00549",5,10.95,"NONE",0,1.0187,2.19
38,45300,"00-01-45300-00540",2,4.38,"NONE",0,1.0187,2.19
38,51500,"00-01-51500-00055",9,22.5,"NONE",0,1.125,2.5
38,51500,"00-01-51500-25525",12,23.88,"A",0,1.125,1.99
38,51500,"00-02-51500-24128",192,382.08,"A",0,1.125,1.99
38,51500,"00-01-51500-25544",67,133.33,"A",1,1.125,1.99
38,51500,"00-01-51500-24320",32,63.68,"A",1,1.125,1.99
38,51500,"00-01-51500-24135",52,103.48,"A",0,1.125,1.99
38,51500,"00-01-51500-24301",27,53.73,"A",0,1.125,1.99
38,51500,"00-05-51500-24136",6,16.62,"NONE",0,0.75,2.77
38,51500,"00-01-51500-72000",14,27.86,"A",0,1.0812,1.99
38,51500,"00-01-51500-01700",41,113.57,"NONE",0,1,2.77
38,79311,"00-01-79311-00004",14,37.66,"NONE",0,1,2.69
38,79311,"00-02-79311-00003",14,37.66,"NONE",0,1,2.69
38,51087,"08-01-51087-00006",1,4.69,"NONE",0,1,4.69
38,33776,"00-03-33776-10035",8,20,"NONE",0,1,2.5
38,51651,"00-01-51651-09235",1,4.99,"NONE",0,1,4.99
38,48001,"00-01-48001-00643",272,464.56,"NONE",1,1.0187,1.70794117647059
38,48001,"00-01-48001-00641",70,116.77,"NONE",0,1.0187,1.66814285714286
38,48001,"00-01-48001-00687",160,277.65,"NONE",0,0.9375,1.7353125
38,99998,"88-02-99998-35369",30,75.38,"NONE",0,1,2.51266666666667
38,99998,"88-02-99998-35364",17,33.83,"NONE",0,1.125,1.99
38,99998,"88-02-99998-35365",2,3.76,"NONE",0,1.0812,1.88
38,99998,"88-02-99998-35316",4,7.16,"NONE",0,1.125,1.79
38,99998,"88-02-99998-35347",14,26.65,"NONE",0,1.125,1.90357142857143
38,99998,"88-02-99998-35276",26,65.76,"NONE",0,1,2.52923076923077
38,99998,"88-02-99998-35373",17,50.83,"NONE",0,1.125,2.99
38,99998,"88-02-99998-35197",7,11.31,"NONE",0,1.125,1.61571428571429
38,99998,"88-02-99998-35374",14,41.86,"NONE",0,1.125,2.99
39,45300,"00-01-45300-00542",7,15.33,"NONE",0,1.0187,2.19
39,45300,"00-01-45300-00549",7,15.33,"NONE",0,1.0187,2.19
39,45300,"00-01-45300-00540",3,6.57,"NONE",0,1.0187,2.19
39,51500,"00-01-51500-00055",19,47.5,"NONE",0,1.125,2.5
39,51500,"00-01-51500-25525",11,21.89,"NONE",0,1.125,1.99
39,51500,"00-02-51500-24128",189,376.11,"NONE",0,1.125,1.99
39,51500,"00-01-51500-25544",67,133.33,"NONE",1,1.125,1.99
39,51500,"00-01-51500-24320",57,113.43,"NONE",1,1.125,1.99
39,51500,"00-01-51500-24135",53,105.47,"NONE",0,1.125,1.99
39,51500,"00-01-51500-24301",50,99.39,"NONE",0,1.125,1.9878
39,51500,"00-05-51500-24136",6,16.62,"NONE",0,0.75,2.77
39,51500,"00-01-51500-72000",40,79.6,"NONE",0,1.0812,1.99
39,51500,"00-01-51500-01700",34,94.18,"NONE",0,1,2.77
39,79311,"00-01-79311-00004",5,13.45,"NONE",0,1,2.69
39,79311,"00-02-79311-00003",29,78.01,"NONE",0,1,2.69
39,51087,"08-01-51087-00006",5,23.45,"NONE",0,1,4.69
39,33776,"00-03-33776-10035",10,33.91,"NONE",0,1,3.391
39,33776,"00-01-33776-10030",11,38.39,"NONE",0,1,3.49
39,51651,"00-01-51651-09235",7,34.93,"NONE",0,1,4.99
39,48001,"00-01-48001-00643",30,96.6,"NONE",1,1.0187,3.22
39,48001,"00-01-48001-00641",5,16.1,"NONE",0,1.0187,3.22
39,48001,"00-01-48001-00687",20,64.4,"NONE",0,0.9375,3.22
39,72457,"00-01-72457-66011",1,2.99,"NONE",0,0.75,2.99
39,99998,"88-02-99998-35369",27,67.5,"NONE",0,1,2.5
39,99998,"88-02-99998-35364",38,63.46,"B",0,1.125,1.67
39,99998,"88-02-99998-35365",5,9.4,"NONE",0,1.0812,1.88
39,99998,"88-02-99998-35316",2,3.58,"NONE",0,1.125,1.79
39,99998,"88-02-99998-35347",11,18.37,"B",0,1.125,1.67
39,99998,"88-02-99998-35276",27,67.5,"NONE",0,1,2.5
39,99998,"88-02-99998-35373",28,83.68,"NONE",0,1.125,2.98857142857143
39,99998,"88-02-99998-35197",14,23.5,"B",0,1.125,1.67857142857143
39,99998,"88-02-99998-35374",14,41.86,"NONE",0,1.125,2.99
40,45300,"00-01-45300-00542",109,120.67,"NONE",0,1.0187,1.10706422018349
40,45300,"00-01-45300-00549",403,416.29,"NONE",0,1.0187,1.0329776674938
40,45300,"00-01-45300-00540",155,153.13,"NONE",0,1.0187,0.987935483870968
40,51500,"00-01-51500-00055",8,23.6,"NONE",0,1.125,2.95
40,51500,"00-01-51500-25525",7,16.43,"NONE",0,1.125,2.34714285714286
40,51500,"00-02-51500-24128",94,217.56,"NONE",0,1.125,2.31446808510638
40,51500,"00-01-51500-25544",41,98.09,"NONE",0,1.125,2.39243902439024
40,51500,"00-01-51500-24320",35,76.65,"NONE",0,1.125,2.19
40,51500,"00-01-51500-24135",16,38.34,"NONE",0,1.125,2.39625
40,51500,"00-01-51500-24301",24,54.7,"NONE",0,1.125,2.27916666666667
40,51500,"00-01-51500-72000",19,41.31,"NONE",0,1.0812,2.17421052631579
40,51500,"00-01-51500-01700",25,72.99,"NONE",0,1,2.9196
40,79311,"00-01-79311-00004",7,18.83,"NONE",0,1,2.69
40,79311,"00-02-79311-00003",23,61.87,"NONE",0,1,2.69
40,51087,"08-01-51087-00006",4,18.76,"NONE",0,1,4.69
40,51087,"08-01-51087-00005",6,14.04,"NONE",0,1,2.34
40,51087,"08-01-51087-00025",1,5.29,"NONE",0,1,5.29
40,33776,"00-03-33776-10035",1,3.49,"NONE",0,1,3.49
40,33776,"00-01-33776-10030",3,10.47,"NONE",0,1,3.49
40,51651,"00-01-51651-09235",4,19.96,"NONE",0,1,4.99
40,48001,"00-01-48001-00643",17,54.74,"NONE",0,1.0187,3.22
40,48001,"00-01-48001-00641",5,16.1,"NONE",0,1.0187,3.22
40,48001,"00-01-48001-00687",21,67.62,"NONE",0,0.9375,3.22
40,99998,"88-02-99998-35369",23,57.5,"NONE",0,1,2.5
40,99998,"88-02-99998-35364",56,96.24,"NONE",0,1.125,1.71857142857143
40,99998,"88-02-99998-35365",22,41.36,"NONE",0,1.0812,1.88
40,99998,"88-02-99998-35316",6,10.74,"NONE",0,1.125,1.79
40,99998,"88-02-99998-35347",19,35.72,"NONE",0,1.125,1.88
40,99998,"88-02-99998-35276",29,72.28,"NONE",0,1,2.49241379310345
40,99998,"88-02-99998-35373",19,58.61,"NONE",0,1.125,3.08473684210526
40,99998,"88-02-99998-35197",15,26.17,"NONE",0,1.125,1.74466666666667
40,99998,"88-02-99998-35374",6,18.94,"NONE",0,1.125,3.15666666666667
41,45300,"00-01-45300-00542",167,171.27,"NONE",0,1.0187,1.02556886227545
41,45300,"00-01-45300-00549",450,463.39,"NONE",0,1.0187,1.02975555555556
41,45300,"00-01-45300-00540",202,199.83,"NONE",0,1.0187,0.989257425742574
41,51500,"00-01-51500-00055",8,25.76,"NONE",0,1.125,3.22
41,51500,"00-01-51500-25525",5,12.45,"NONE",0,1.125,2.49
41,51500,"00-02-51500-24128",56,139.19,"NONE",0,1.125,2.48553571428571
41,51500,"00-01-51500-25544",25,62.21,"NONE",0,1.125,2.4884
41,51500,"00-01-51500-24320",26,64.74,"NONE",0,1.125,2.49
41,51500,"00-01-51500-24135",25,62.25,"NONE",0,1.125,2.49
41,51500,"00-01-51500-24301",13,32.37,"NONE",0,1.125,2.49
41,51500,"00-05-51500-24136",6,18.54,"NONE",0,0.75,3.09
41,51500,"00-01-51500-72000",9,22.41,"NONE",0,1.0812,2.49
41,51500,"00-01-51500-01700",25,74.75,"NONE",0,1,2.99
41,79311,"00-01-79311-00004",12,32.09,"NONE",0,1,2.67416666666667
41,79311,"00-02-79311-00003",29,77.87,"NONE",0,1,2.6851724137931
41,51087,"08-01-51087-00003",1,2.34,"NONE",0,1,2.34
41,51087,"08-01-51087-00006",2,9.38,"NONE",0,1,4.69
41,51087,"08-01-51087-00005",3,7.02,"NONE",0,1,2.34
41,51087,"08-01-51087-00025",1,5.29,"NONE",0,1,5.29
41,33776,"00-01-33776-10030",4,6.96,"NONE",0,1,1.74
41,51651,"00-01-51651-09235",10,49.9,"NONE",0,1,4.99
41,48001,"00-01-48001-00643",14,45.08,"NONE",0,1.0187,3.22
41,48001,"00-01-48001-00641",4,12.88,"NONE",0,1.0187,3.22
41,48001,"00-01-48001-00687",25,80.5,"NONE",0,0.9375,3.22
41,72457,"00-01-72457-66011",1,2.99,"NONE",0,0.75,2.99
41,99998,"88-02-99998-35369",10,24.77,"NONE",0,1,2.477
41,99998,"88-02-99998-35364",27,53.73,"NONE",0,1.125,1.99
41,99998,"88-02-99998-35365",6,11.28,"NONE",0,1.0812,1.88
41,99998,"88-02-99998-35316",7,12.53,"NONE",0,1.125,1.79
41,99998,"88-02-99998-35347",15,28.2,"NONE",0,1.125,1.88
41,99998,"88-02-99998-35276",36,90,"NONE",0,1,2.5
41,99998,"88-02-99998-35373",23,73.37,"NONE",0,1.125,3.19
41,99998,"88-02-99998-35197",12,23.08,"NONE",0,1.125,1.92333333333333
41,99998,"88-02-99998-35374",8,25.72,"NONE",0,1.125,3.215
42,45300,"00-01-45300-00542",20,36.97,"NONE",0,1.0187,1.8485
42,45300,"00-01-45300-00549",33,62.85,"NONE",0,1.0187,1.90454545454545
42,45300,"00-01-45300-00540",12,23.97,"NONE",0,1.0187,1.9975
42,51500,"00-01-51500-00055",8,25.76,"NONE",0,1.125,3.22
42,51500,"00-01-51500-25525",6,14.94,"NONE",0,1.125,2.49
42,51500,"00-02-51500-24128",84,209.09,"NONE",0,1.125,2.48916666666667
42,51500,"00-01-51500-25544",47,116.81,"NONE",0,1.125,2.48531914893617
42,51500,"00-01-51500-24320",37,92.13,"NONE",0,1.125,2.49
42,51500,"00-01-51500-24135",21,52.29,"NONE",0,1.125,2.49
42,51500,"00-01-51500-24301",10,24.9,"NONE",0,1.125,2.49
42,51500,"00-05-51500-24136",6,18.54,"NONE",0,0.75,3.09
42,51500,"00-01-51500-72000",20,49.8,"NONE",0,1.0812,2.49
42,51500,"00-01-51500-01700",17,50.83,"NONE",0,1,2.99
42,79311,"00-01-79311-00004",7,18.83,"NONE",0,1,2.69
42,79311,"00-02-79311-00003",21,56.49,"NONE",0,1,2.69
42,51087,"08-01-51087-00003",3,7.02,"NONE",0,1,2.34
42,51087,"08-01-51087-00006",1,4.69,"NONE",0,1,4.69
42,51087,"08-01-51087-00005",9,21.06,"NONE",0,1,2.34
42,51087,"08-01-51087-00025",3,15.87,"NONE",0,1,5.29
42,51651,"00-01-51651-09235",5,22.45,"NONE",0,1,4.49
42,48001,"00-01-48001-00643",25,80.5,"NONE",0,1.0187,3.22
42,48001,"00-01-48001-00641",8,25.76,"NONE",0,1.0187,3.22
42,48001,"00-01-48001-00687",22,70.84,"NONE",0,0.9375,3.22
42,99998,"88-02-99998-35369",12,30.38,"NONE",0,1,2.53166666666667
42,99998,"88-02-99998-35364",30,59.7,"NONE",0,1.125,1.99
42,99998,"88-02-99998-35365",4,7.85,"NONE",0,1.0812,1.9625
42,99998,"88-02-99998-35316",26,46.54,"NONE",0,1.125,1.79
42,99998,"88-02-99998-35347",9,17.34,"NONE",0,1.125,1.92666666666667
42,99998,"88-02-99998-35276",43,114.86,"NONE",0,1,2.67116279069767
42,99998,"88-02-99998-35373",22,70.18,"NONE",0,1.125,3.19
42,99998,"88-02-99998-35197",13,25.47,"NONE",0,1.125,1.95923076923077
42,99998,"88-02-99998-35374",9,28.71,"NONE",0,1.125,3.19
43,45300,"00-01-45300-00542",13,26,"NONE",0,1.0187,2
43,45300,"00-01-45300-00549",27,54,"NONE",0,1.0187,2
43,45300,"00-01-45300-00540",12,24,"NONE",0,1.0187,2
43,51500,"00-01-51500-00055",4,12.88,"NONE",0,1.125,3.22
43,51500,"00-01-51500-25525",7,17.43,"NONE",0,1.125,2.49
43,51500,"00-02-51500-24128",78,194.03,"NONE",0,1.125,2.4875641025641
43,51500,"00-01-51500-25544",28,69.59,"NONE",0,1.125,2.48535714285714
43,51500,"00-01-51500-24320",22,54.78,"NONE",0,1.125,2.49
43,51500,"00-01-51500-24135",17,42.33,"NONE",0,1.125,2.49
43,51500,"00-01-51500-24301",9,22.41,"NONE",0,1.125,2.49
43,51500,"00-05-51500-24136",6,18.54,"NONE",0,0.75,3.09
43,51500,"00-01-51500-72000",20,49.6,"NONE",0,1.0812,2.48
43,51500,"00-01-51500-01700",34,101.66,"NONE",0,1,2.99
43,79311,"00-01-79311-00004",25,67.25,"NONE",0,1,2.69
43,79311,"00-02-79311-00003",15,40.35,"NONE",0,1,2.69
43,51087,"08-01-51087-00003",2,4.68,"NONE",0,1,2.34
43,51087,"08-01-51087-00006",4,18.76,"NONE",0,1,4.69
43,51651,"00-01-51651-09235",7,31.43,"NONE",0,1,4.49
43,48001,"00-01-48001-00643",99,165.33,"B",1,1.0187,1.67
43,48001,"00-01-48001-00641",51,82.87,"B",1,1.0187,1.62490196078431
43,48001,"00-01-48001-00687",84,161.63,"NONE",0,0.9375,1.92416666666667
43,72457,"00-01-72457-66011",1,3.99,"NONE",0,0.75,3.99
43,99998,"88-02-99998-35369",12,32.28,"NONE",0,1,2.69
43,99998,"88-02-99998-35364",31,61.69,"NONE",0,1.125,1.99
43,99998,"88-02-99998-35365",2,3.98,"NONE",0,1.0812,1.99
43,99998,"88-02-99998-35316",2,3.58,"NONE",0,1.125,1.79
43,99998,"88-02-99998-35347",11,21.89,"NONE",0,1.125,1.99
43,99998,"88-02-99998-35276",16,42.93,"NONE",0,1,2.683125
43,99998,"88-02-99998-35373",22,65.08,"NONE",0,1.125,2.95818181818182
43,99998,"88-02-99998-35197",16,31.24,"NONE",0,1.125,1.9525
43,99998,"88-02-99998-35374",11,33.49,"NONE",0,1.125,3.04454545454545
44,45300,"00-01-45300-00542",10,19.91,"B",1,1.0187,1.991
44,45300,"00-01-45300-00549",47,93.25,"B",0,1.0187,1.98404255319149
44,45300,"00-01-45300-00540",18,36,"B",1,1.0187,2
44,51500,"00-01-51500-00055",6,19.32,"NONE",0,1.125,3.22
44,51500,"00-01-51500-25525",5,12.45,"NONE",0,1.125,2.49
44,51500,"00-02-51500-24128",90,223.93,"NONE",0,1.125,2.48811111111111
44,51500,"00-01-51500-25544",23,57.27,"NONE",0,1.125,2.49
44,51500,"00-01-51500-24320",31,76.97,"NONE",0,1.125,2.48290322580645
44,51500,"00-01-51500-24135",17,42.33,"NONE",0,1.125,2.49
44,51500,"00-01-51500-24301",15,37.35,"NONE",0,1.125,2.49
44,51500,"00-01-51500-72000",14,34.86,"NONE",0,1.0812,2.49
44,51500,"00-01-51500-01700",18,53.82,"NONE",0,1,2.99
44,79311,"00-01-79311-00004",9,24.21,"NONE",0,1,2.69
44,79311,"00-02-79311-00003",14,37.54,"NONE",0,1,2.68142857142857
44,51087,"08-01-51087-00003",2,4.68,"NONE",0,1,2.34
44,51087,"08-01-51087-00006",3,14.07,"NONE",0,1,4.69
44,51087,"08-01-51087-00005",2,4.68,"NONE",0,1,2.34
44,51651,"00-01-51651-09235",7,31.43,"NONE",0,1,4.49
44,48001,"00-01-48001-00643",78,130.26,"B",0,1.0187,1.67
44,48001,"00-01-48001-00641",43,71.81,"B",0,1.0187,1.67
44,48001,"00-01-48001-00687",91,162.21,"B",0,0.9375,1.78252747252747
44,99998,"88-02-99998-35369",12,32.02,"NONE",0,1,2.66833333333333
44,99998,"88-02-99998-35364",34,67.66,"NONE",0,1.125,1.99
44,99998,"88-02-99998-35365",5,9.95,"NONE",0,1.0812,1.99
44,99998,"88-02-99998-35347",17,33.83,"NONE",0,1.125,1.99
44,99998,"88-02-99998-35276",33,88.77,"NONE",0,1,2.69
44,99998,"88-02-99998-35373",17,50.83,"NONE",0,1.125,2.99
44,99998,"88-02-99998-35197",15,29.45,"NONE",0,1.125,1.96333333333333
44,99998,"88-02-99998-35374",12,35.7,"NONE",0,1.125,2.975
45,45300,"00-01-45300-00542",11,22,"NONE",0,1.0187,2
45,45300,"00-01-45300-00549",40,79.85,"NONE",1,1.0187,1.99625
45,45300,"00-01-45300-00540",17,34,"NONE",0,1.0187,2
45,51500,"00-01-51500-00055",14,45.08,"NONE",0,1.125,3.22
45,51500,"00-01-51500-25525",7,17.43,"NONE",0,1.125,2.49
45,51500,"00-02-51500-24128",54,134.46,"NONE",0,1.125,2.49
45,51500,"00-01-51500-25544",45,111.88,"NONE",0,1.125,2.48622222222222
45,51500,"00-01-51500-24320",34,84.66,"NONE",0,1.125,2.49
45,51500,"00-01-51500-24135",27,67.19,"NONE",0,1.125,2.48851851851852
45,51500,"00-01-51500-24301",15,37.35,"NONE",0,1.125,2.49
45,51500,"00-05-51500-24136",6,18.15,"NONE",0,0.75,3.025
45,51500,"00-01-51500-72000",12,29.88,"NONE",0,1.0812,2.49
45,51500,"00-01-51500-01700",21,62.79,"NONE",0,1,2.99
45,79311,"00-01-79311-00004",11,29.59,"NONE",0,1,2.69
45,79311,"00-02-79311-00003",19,51.11,"NONE",0,1,2.69
45,51087,"08-01-51087-00006",5,23.45,"NONE",0,1,4.69
45,51087,"08-01-51087-00005",5,11.7,"NONE",0,1,2.34
45,51087,"08-01-51087-00025",3,15.87,"NONE",0,1,5.29
45,33776,"00-03-33776-10035",1,1.99,"NONE",0,1,1.99
45,51651,"00-01-51651-09235",7,31.43,"NONE",0,1,4.49
45,48001,"00-01-48001-00643",24,40.08,"B",0,1.0187,1.67
45,48001,"00-01-48001-00641",8,13.36,"B",0,1.0187,1.67
45,48001,"00-01-48001-00687",32,103.04,"NONE",0,0.9375,3.22
45,72457,"00-01-72457-66011",1,3.99,"NONE",0,0.75,3.99
45,99998,"88-02-99998-35369",5,13.45,"NONE",0,1,2.69
45,99998,"88-02-99998-35364",75,125.25,"B",0,1.125,1.67
45,99998,"88-02-99998-35365",4,6.68,"B",0,1.0812,1.67
45,99998,"88-02-99998-35316",7,12.53,"NONE",0,1.125,1.79
45,99998,"88-02-99998-35347",20,33.4,"B",0,1.125,1.67
45,99998,"88-02-99998-35276",23,61.87,"NONE",0,1,2.69
45,99998,"88-02-99998-35373",12,35.72,"NONE",0,1.125,2.97666666666667
45,99998,"88-02-99998-35197",17,29.11,"B",0,1.125,1.71235294117647
45,99998,"88-02-99998-35374",16,47.84,"NONE",0,1.125,2.99
46,45300,"00-01-45300-00542",12,24.88,"NONE",0,1.0187,2.07333333333333
46,45300,"00-01-45300-00549",14,29.14,"NONE",0,1.0187,2.08142857142857
46,45300,"00-01-45300-00540",7,14.76,"NONE",0,1.0187,2.10857142857143
46,51500,"00-01-51500-00055",8,25.76,"NONE",0,1.125,3.22
46,51500,"00-01-51500-25525",7,15.93,"NONE",0,1.125,2.27571428571429
46,51500,"00-02-51500-24128",81,184.86,"NONE",0,1.125,2.28222222222222
46,51500,"00-01-51500-25544",37,83.02,"NONE",0,1.125,2.24378378378378
46,51500,"00-01-51500-24320",18,41.07,"NONE",0,1.125,2.28166666666667
46,51500,"00-01-51500-24135",17,38.58,"NONE",0,1.125,2.26941176470588
46,51500,"00-01-51500-24301",13,29.62,"NONE",0,1.125,2.27846153846154
46,51500,"00-05-51500-24136",6,18.54,"NONE",0,0.75,3.09
46,51500,"00-01-51500-72000",9,20.16,"NONE",0,1.0812,2.24
46,51500,"00-01-51500-01700",17,50.83,"NONE",0,1,2.99
46,79311,"00-01-79311-00004",11,29.59,"NONE",0,1,2.69
46,79311,"00-02-79311-00003",20,53.8,"NONE",0,1,2.69
46,51087,"08-01-51087-00003",3,7.02,"NONE",0,1,2.34
46,51087,"08-01-51087-00006",4,18.76,"NONE",0,1,4.69
46,51087,"08-01-51087-00005",3,7.02,"NONE",0,1,2.34
46,33776,"00-01-33776-10030",3,5.97,"NONE",0,1,1.99
46,51651,"00-01-51651-09235",4,19.96,"NONE",0,1,4.99
46,48001,"00-01-48001-00643",38,63.46,"B",0,1.0187,1.67
46,48001,"00-01-48001-00641",12,20.04,"B",0,1.0187,1.67
46,48001,"00-01-48001-00687",30,91.68,"NONE",0,0.9375,3.056
46,99998,"88-02-99998-35369",20,50.76,"NONE",0,1,2.538
46,99998,"88-02-99998-35364",87,148.7,"NONE",0,1.125,1.70919540229885
46,99998,"88-02-99998-35365",12,20.34,"NONE",0,1.0812,1.695
46,99998,"88-02-99998-35316",6,9.47,"NONE",0,1.125,1.57833333333333
46,99998,"88-02-99998-35347",19,32.36,"NONE",0,1.125,1.70315789473684
46,99998,"88-02-99998-35276",34,85.95,"NONE",0,1,2.52794117647059
46,99998,"88-02-99998-35373",17,50.83,"NONE",0,1.125,2.99
46,99998,"88-02-99998-35197",33,56.61,"NONE",0,1.125,1.71545454545455
46,99998,"88-02-99998-35374",9,26.91,"NONE",0,1.125,2.99
47,45300,"00-01-45300-00542",1,2.19,"NONE",0,1.0187,2.19
47,45300,"00-01-45300-00549",10,21.9,"NONE",0,1.0187,2.19
47,45300,"00-01-45300-00540",4,8.76,"NONE",0,1.0187,2.19
47,51500,"00-01-51500-00055",3,9.66,"NONE",0,1.125,3.22
47,51500,"00-01-51500-25525",12,23.88,"A",0,1.125,1.99
47,51500,"00-02-51500-24128",165,328.35,"A",0,1.125,1.99
47,51500,"00-01-51500-25544",49,97.51,"A",0,1.125,1.99
47,51500,"00-01-51500-24320",48,95.52,"A",0,1.125,1.99
47,51500,"00-01-51500-24135",46,91.54,"A",0,1.125,1.99
47,51500,"00-01-51500-24301",29,57.71,"A",0,1.125,1.99
47,51500,"00-05-51500-24136",1,3.09,"NONE",0,0.75,3.09
47,51500,"00-01-51500-72000",19,37.81,"A",0,1.0812,1.99
47,51500,"00-01-51500-01700",14,41.86,"NONE",0,1,2.99
47,79311,"00-01-79311-00004",11,29.26,"NONE",0,1,2.66
47,79311,"00-02-79311-00003",6,16.07,"NONE",0,1,2.67833333333333
47,51087,"08-01-51087-00003",4,9.36,"NONE",0,1,2.34
47,51087,"08-01-51087-00006",2,9.38,"NONE",0,1,4.69
47,51087,"08-01-51087-00005",2,9.38,"NONE",0,1,4.69
47,51087,"08-01-51087-00025",1,5.29,"NONE",0,1,5.29
47,33776,"00-03-33776-10035",2,3.98,"NONE",0,1,1.99
47,51651,"00-01-51651-09235",7,34.93,"NONE",0,1,4.99
47,48001,"00-01-48001-00643",9,26.91,"NONE",0,1.0187,2.99
47,48001,"00-01-48001-00641",19,48.58,"NONE",0,1.0187,2.55684210526316
47,48001,"00-01-48001-00687",31,92.51,"NONE",0,0.9375,2.9841935483871
47,72457,"00-01-72457-66011",2,7.98,"NONE",0,0.75,3.99
47,99998,"88-02-99998-35369",18,45,"NONE",0,1,2.5
47,99998,"88-02-99998-35364",41,74.44,"NONE",0,1.125,1.81560975609756
47,99998,"88-02-99998-35365",2,3.73,"NONE",0,1.0812,1.865
47,99998,"88-02-99998-35316",8,12.72,"NONE",0,1.125,1.59
47,99998,"88-02-99998-35347",11,21.89,"NONE",0,1.125,1.99
47,99998,"88-02-99998-35276",33,82.41,"NONE",0,1,2.49727272727273
47,99998,"88-02-99998-35373",18,53.82,"NONE",0,1.125,2.99
47,99998,"88-02-99998-35197",10,18.5,"NONE",0,1.125,1.85
47,99998,"88-02-99998-35374",9,26.91,"NONE",0,1.125,2.99
48,45300,"00-01-45300-00542",7,15.17,"NONE",0,1.0187,2.16714285714286
48,45300,"00-01-45300-00549",4,8.76,"NONE",0,1.0187,2.19
48,45300,"00-01-45300-00540",5,10.95,"NONE",0,1.0187,2.19
48,51500,"00-01-51500-00055",4,12.88,"NONE",0,1.125,3.22
48,51500,"00-01-51500-25525",10,19.9,"NONE",0,1.125,1.99
48,51500,"00-02-51500-24128",163,334.92,"NONE",0,1.125,2.05472392638037
48,51500,"00-01-51500-25544",65,132.79,"NONE",0,1.125,2.04292307692308
48,51500,"00-01-51500-24320",31,63.94,"NONE",0,1.125,2.06258064516129
48,51500,"00-01-51500-25545",7,15.68,"NONE",0,1.125,2.24
48,51500,"00-01-51500-24135",49,98.63,"NONE",0,1.125,2.01285714285714
48,51500,"00-01-51500-24301",37,74.63,"NONE",0,1.125,2.01702702702703
48,51500,"00-05-51500-24136",9,27.81,"NONE",0,0.75,3.09
48,51500,"00-01-51500-72000",20,41.66,"NONE",0,1.0812,2.083
48,51500,"00-01-51500-01700",30,89.7,"NONE",0,1,2.99
48,79311,"00-01-79311-00004",9,24.21,"NONE",0,1,2.69
48,79311,"00-02-79311-00003",19,51.11,"NONE",0,1,2.69
48,51087,"08-01-51087-00003",1,4.69,"NONE",0,1,4.69
48,51087,"08-01-51087-00005",4,14.06,"NONE",0,1,3.515
48,51651,"00-01-51651-09235",5,24.95,"NONE",0,1,4.99
48,48001,"00-01-48001-00643",27,80.64,"NONE",0,1.0187,2.98666666666667
48,48001,"00-01-48001-00641",4,11.96,"NONE",0,1.0187,2.99
48,48001,"00-01-48001-00687",37,110.63,"NONE",0,0.9375,2.99
48,72457,"00-01-72457-66011",1,3.99,"NONE",0,0.75,3.99
48,99998,"88-02-99998-35369",18,44.67,"NONE",0,1,2.48166666666667
48,99998,"88-02-99998-35364",40,71.6,"NONE",0,1.125,1.79
48,99998,"88-02-99998-35365",9,17.91,"NONE",0,1.0812,1.99
48,99998,"88-02-99998-35316",11,17.49,"NONE",0,1.125,1.59
48,99998,"88-02-99998-35347",14,27.74,"NONE",0,1.125,1.98142857142857
48,99998,"88-02-99998-35276",35,86.31,"NONE",0,1,2.466
48,99998,"88-02-99998-35373",10,31.3,"NONE",0,1.125,3.13
48,99998,"88-02-99998-35197",14,24.31,"NONE",0,1.125,1.73642857142857
48,99998,"88-02-99998-35374",13,40.87,"NONE",0,1.125,3.14384615384615
49,45300,"00-01-45300-00542",26,43.42,"B",0,1.0187,1.67
49,45300,"00-01-45300-00549",66,110.22,"B",0,1.0187,1.67
49,45300,"00-01-45300-00540",19,31.73,"B",0,1.0187,1.67
49,51500,"00-01-51500-00055",8,25.76,"NONE",0,1.125,3.22
49,51500,"00-01-51500-25525",5,11.2,"NONE",0,1.125,2.24
49,51500,"00-02-51500-24128",90,201.4,"NONE",0,1.125,2.23777777777778
49,51500,"00-01-51500-25544",38,85.12,"NONE",0,1.125,2.24
