"WEEK","VEND","UPC","UNITS","DOLLARS","F","D","VOL_EQ","PPU"
52,51500,"00-05-51500-24136",6,18.54,"NONE",0,0.75,3.09
52,51500,"00-01-51500-72000",15,33.54,"NONE",0,1.0812,2.236
52,51500,"00-01-51500-01700",9,26.91,"NONE",0,1,2.99
52,79311,"00-01-79311-00004",11,29.59,"NONE",0,1,2.69
52,79311,"00-02-79311-00003",3,8.07,"NONE",0,1,2.69
52,51087,"08-01-51087-00003",3,14.07,"NONE",0,1,4.69
52,51087,"08-01-51087-00006",2,9.38,"NONE",0,1,4.69
52,51087,"08-01-51087-00005",1,4.69,"NONE",0,1,4.69
52,51087,"08-01-51087-00025",2,10.58,"NONE",0,1,5.29
52,51651,"00-01-51651-09235",4,19.96,"NONE",0,1,4.99
52,48001,"00-01-48001-00643",92,154.73,"NONE",0,1.0187,1.68184782608696
52,48001,"00-01-48001-00641",36,60.04,"NONE",0,1.0187,1.66777777777778
52,48001,"00-01-48001-00687",88,153.43,"NONE",0,0.9375,1.74352272727273
52,72457,"00-01-72457-66011",1,3,"NONE",0,0.75,3
52,99998,"88-02-99998-35369",6,16.14,"NONE",0,1,2.69
52,99998,"88-02-99998-35364",44,78.76,"NONE",0,1.125,1.79
52,99998,"88-02-99998-35365",3,5.97,"NONE",0,1.0812,1.99
52,99998,"88-02-99998-35316",13,18.07,"NONE",0,1.125,1.39
52,99998,"88-02-99998-35347",8,15.92,"NONE",0,1.125,1.99
52,99998,"88-02-99998-35276",11,29.59,"NONE",0,1,2.69
52,99998,"88-02-99998-35373",22,65.78,"NONE",0,1.125,2.99
52,99998,"88-02-99998-35197",19,31.21,"NONE",0,1.125,1.64263157894737
52,99998,"88-02-99998-35374",8,23.92,"NONE",0,1.125,2.99
53,45300,"00-01-45300-00542",5,10.95,"NONE",0,1.0187,2.19
53,45300,"00-01-45300-00549",11,24.09,"NONE",0,1.0187,2.19
53,45300,"00-01-45300-00540",2,4.38,"NONE",0,1.0187,2.19
53,51500,"00-01-51500-00055",11,35.42,"NONE",0,1.125,3.22
53,51500,"00-01-51500-25525",8,17.92,"NONE",0,1.125,2.24
53,51500,"00-02-51500-24128",112,250.88,"NONE",0,1.125,2.24
53,51500,"00-01-51500-25544",39,87.36,"NONE",0,1.125,2.24
53,51500,"00-01-51500-24320",22,49.28,"NONE",0,1.125,2.24
53,51500,"00-01-51500-25545",16,35.84,"NONE",0,1.125,2.24
53,51500,"00-01-51500-24135",17,38.08,"NONE",0,1.125,2.24
53,51500,"00-01-51500-24301",17,38.08,"NONE",0,1.125,2.24
53,51500,"00-05-51500-24136",13,40.17,"NONE",0,0.75,3.09
53,51500,"00-01-51500-72000",15,33.54,"NONE",0,1.0812,2.236
53,51500,"00-01-51500-01700",23,68.77,"NONE",0,1,2.99
53,79311,"00-01-79311-00004",10,26.9,"NONE",0,1,2.69
53,79311,"00-02-79311-00003",17,45.73,"NONE",0,1,2.69
53,51087,"08-01-51087-00003",3,14.07,"NONE",0,1,4.69
53,51087,"08-01-51087-00006",4,18.76,"NONE",0,1,4.69
53,51651,"00-01-51651-09235",8,39.92,"NONE",0,1,4.99
53,48001,"00-01-48001-00643",24,71.76,"NONE",0,1.0187,2.99
53,48001,"00-01-48001-00641",10,29.9,"NONE",0,1.0187,2.99
53,48001,"00-01-48001-00687",34,101.66,"NONE",0,0.9375,2.99
53,72457,"00-01-72457-66011",1,3.99,"NONE",0,0.75,3.99
53,99998,"88-02-99998-35369",18,48.42,"NONE",0,1,2.69
53,99998,"88-02-99998-35364",61,109.07,"NONE",0,1.125,1.78803278688525
53,99998,"88-02-99998-35365",4,7.96,"NONE",0,1.0812,1.99
53,99998,"88-02-99998-35316",14,19.24,"NONE",0,1.125,1.37428571428571
53,99998,"88-02-99998-35347",13,25.87,"NONE",0,1.125,1.99
53,99998,"88-02-99998-35276",30,79.17,"NONE",0,1,2.639
53,99998,"88-02-99998-35373",20,59.8,"NONE",0,1.125,2.99
53,99998,"88-02-99998-35197",21,34.67,"NONE",0,1.125,1.65095238095238
53,99998,"88-02-99998-35374",11,32.89,"NONE",0,1.125,2.99
54,45300,"00-01-45300-00542",15,30.05,"NONE",0,1.0187,2.00333333333333
54,45300,"00-01-45300-00549",51,101.49,"NONE",0,1.0187,1.99
54,45300,"00-01-45300-00540",17,34.03,"NONE",0,1.0187,2.00176470588235
54,51500,"00-01-51500-00055",7,22.54,"NONE",0,1.125,3.22
54,51500,"00-01-51500-25525",5,11.2,"NONE",0,1.125,2.24
54,51500,"00-02-51500-24128",120,268.76,"NONE",0,1.125,2.23966666666667
54,51500,"00-01-51500-25544",38,85.12,"NONE",0,1.125,2.24
54,51500,"00-01-51500-24320",39,87.36,"NONE",0,1.125,2.24
54,51500,"00-01-51500-25545",9,20.16,"NONE",0,1.125,2.24
54,51500,"00-01-51500-24135",23,51.52,"NONE",0,1.125,2.24
54,51500,"00-01-51500-24301",16,35.84,"NONE",0,1.125,2.24
54,51500,"00-05-51500-24136",6,18.54,"NONE",0,0.75,3.09
54,51500,"00-01-51500-72000",15,33.6,"NONE",0,1.0812,2.24
54,51500,"00-01-51500-01700",21,62.79,"NONE",0,1,2.99
54,79311,"00-01-79311-00004",11,29.59,"NONE",0,1,2.69
54,79311,"00-02-79311-00003",16,43.04,"NONE",0,1,2.69
54,51087,"08-01-51087-00003",1,4.69,"NONE",0,1,4.69
54,51087,"08-01-51087-00005",1,4.69,"NONE",0,1,4.69
54,51651,"00-01-51651-09235",5,24.95,"NONE",0,1,4.99
54,48001,"00-01-48001-00643",19,56.81,"NONE",0,1.0187,2.99
54,48001,"00-01-48001-00641",6,17.94,"NONE",0,1.0187,2.99
54,48001,"00-01-48001-00687",42,125.58,"NONE",0,0.9375,2.99
54,72457,"00-01-72457-66011",1,3.79,"NONE",0,0.75,3.79
54,99998,"88-02-99998-35369",11,27.39,"NONE",0,1,2.49
54,99998,"88-02-99998-35364",121,202.07,"B",0,1.125,1.67
54,99998,"88-02-99998-35365",8,13.36,"B",0,1.0812,1.67
54,99998,"88-02-99998-35316",22,30.58,"NONE",0,1.125,1.39
54,99998,"88-02-99998-35347",25,41.75,"B",0,1.125,1.67
54,99998,"88-02-99998-35276",27,68.23,"NONE",0,1,2.52703703703704
54,99998,"88-02-99998-35373",27,80.73,"NONE",0,1.125,2.99
54,99998,"88-02-99998-35197",37,58.43,"B",0,1.125,1.57918918918919
54,99998,"88-02-99998-35374",2,5.98,"NONE",0,1.125,2.99
55,45300,"00-01-45300-00542",25,49.75,"NONE",0,1.0187,1.99
55,45300,"00-01-45300-00549",27,53.73,"NONE",0,1.0187,1.99
55,45300,"00-01-45300-00540",10,19.9,"NONE",0,1.0187,1.99
55,51500,"00-01-51500-00055",10,32.2,"NONE",0,1.125,3.22
55,51500,"00-01-51500-25525",9,18,"B",0,1.125,2
55,51500,"00-02-51500-24128",171,342,"B",0,1.125,2
55,51500,"00-01-51500-25544",61,122,"B",0,1.125,2
55,51500,"00-01-51500-24320",42,84,"B",0,1.125,2
55,51500,"00-01-51500-25545",18,36,"B",0,1.125,2
55,51500,"00-01-51500-24135",48,96,"B",0,1.125,2
55,51500,"00-01-51500-24301",16,32,"B",0,1.125,2
55,51500,"00-05-51500-24136",9,27.81,"NONE",0,0.75,3.09
55,51500,"00-01-51500-72000",10,20,"B",0,1.0812,2
55,51500,"00-01-51500-01700",26,77.74,"NONE",0,1,2.99
55,79311,"00-01-79311-00004",11,29.59,"NONE",0,1,2.69
55,79311,"00-02-79311-00003",14,37.66,"NONE",0,1,2.69
55,51087,"08-01-51087-00003",2,9.38,"NONE",0,1,4.69
55,51087,"08-01-51087-00006",2,9.38,"NONE",0,1,4.69
55,51087,"08-01-51087-00005",2,9.38,"NONE",0,1,4.69
55,51087,"08-01-51087-00025",1,5.29,"NONE",0,1,5.29
55,51651,"00-01-51651-09235",6,29.94,"NONE",0,1,4.99
55,48001,"00-01-48001-00643",21,62.79,"NONE",0,1.0187,2.99
55,48001,"00-01-48001-00641",3,8.97,"NONE",0,1.0187,2.99
55,48001,"00-01-48001-00687",36,107.64,"NONE",0,0.9375,2.99
55,99998,"88-02-99998-35369",17,42.33,"NONE",0,1,2.49
55,99998,"88-02-99998-35364",115,195.18,"NONE",0,1.125,1.69721739130435
55,99998,"88-02-99998-35365",5,8.35,"NONE",0,1.0812,1.67
55,99998,"88-02-99998-35316",7,9.73,"NONE",0,1.125,1.39
55,99998,"88-02-99998-35347",24,40.68,"NONE",0,1.125,1.695
55,99998,"88-02-99998-35276",32,79.68,"NONE",0,1,2.49
55,99998,"88-02-99998-35373",18,55.82,"NONE",0,1.125,3.10111111111111
55,99998,"88-02-99998-35197",29,47.08,"NONE",0,1.125,1.62344827586207
55,99998,"88-02-99998-35374",7,22.13,"NONE",0,1.125,3.16142857142857
56,45300,"00-01-45300-00542",6,11.94,"NONE",0,1.0187,1.99
56,45300,"00-01-45300-00549",19,37.81,"NONE",0,1.0187,1.99
56,45300,"00-01-45300-00540",7,13.93,"NONE",0,1.0187,1.99
56,51500,"00-01-51500-00055",8,25.76,"NONE",0,1.125,3.22
56,51500,"00-01-51500-25525",10,20,"NONE",0,1.125,2
56,51500,"00-02-51500-24128",186,372,"NONE",0,1.125,2
56,51500,"00-01-51500-25544",43,86,"NONE",0,1.125,2
56,51500,"00-01-51500-24320",64,128,"NONE",0,1.125,2
56,51500,"00-01-51500-25545",25,50,"NONE",0,1.125,2
56,51500,"00-01-51500-24135",52,104,"NONE",0,1.125,2
56,51500,"00-01-51500-24301",8,16,"NONE",0,1.125,2
56,51500,"00-05-51500-24136",5,15.45,"NONE",0,0.75,3.09
56,51500,"00-01-51500-72000",34,68,"NONE",0,1.0812,2
56,51500,"00-01-51500-01700",19,56.81,"NONE",0,1,2.99
56,79311,"00-01-79311-00004",7,18.83,"NONE",0,1,2.69
56,79311,"00-02-79311-00003",16,43.04,"NONE",0,1,2.69
56,51087,"08-01-51087-00003",3,14.07,"NONE",0,1,4.69
56,33776,"00-03-33776-10035",1,1.99,"NONE",0,1,1.99
56,51651,"00-01-51651-09235",4,19.96,"NONE",0,1,4.99
56,48001,"00-01-48001-00643",13,38.87,"NONE",0,1.0187,2.99
56,48001,"00-01-48001-00641",6,17.94,"NONE",0,1.0187,2.99
56,48001,"00-01-48001-00687",31,92.69,"NONE",0,0.9375,2.99
56,99998,"88-02-99998-35369",14,34.86,"NONE",0,1,2.49
56,99998,"88-02-99998-35364",45,80.55,"NONE",0,1.125,1.79
56,99998,"88-02-99998-35365",4,7.96,"NONE",0,1.0812,1.99
56,99998,"88-02-99998-35316",8,11.12,"NONE",0,1.125,1.39
56,99998,"88-02-99998-35347",2,3.98,"NONE",0,1.125,1.99
56,99998,"88-02-99998-35276",21,52.29,"NONE",0,1,2.49
56,99998,"88-02-99998-35373",19,60.61,"NONE",0,1.125,3.19
56,99998,"88-02-99998-35197",17,29.43,"NONE",0,1.125,1.73117647058824
56,99998,"88-02-99998-35374",2,6.38,"NONE",0,1.125,3.19
57,45300,"00-01-45300-00542",8,15.92,"NONE",0,1.0187,1.99
57,45300,"00-01-45300-00549",32,63.68,"NONE",0,1.0187,1.99
57,45300,"00-01-45300-00540",12,23.88,"NONE",0,1.0187,1.99
57,51500,"00-01-51500-00055",5,16.1,"NONE",0,1.125,3.22
57,51500,"00-01-51500-25525",5,11.2,"NONE",0,1.125,2.24
57,51500,"00-02-51500-24128",69,154.56,"NONE",0,1.125,2.24
57,51500,"00-01-51500-25544",24,53.76,"NONE",0,1.125,2.24
57,51500,"00-01-51500-24320",20,44.8,"NONE",0,1.125,2.24
57,51500,"00-01-51500-25545",14,31.36,"NONE",0,1.125,2.24
57,51500,"00-01-51500-24135",10,22.4,"NONE",0,1.125,2.24
57,51500,"00-01-51500-24301",5,11.2,"NONE",0,1.125,2.24
57,51500,"00-05-51500-24136",7,21.63,"NONE",0,0.75,3.09
57,51500,"00-01-51500-72000",16,35.84,"NONE",0,1.0812,2.24
57,51500,"00-01-51500-01700",22,65.78,"NONE",0,1,2.99
57,79311,"00-01-79311-00004",8,21.52,"NONE",0,1,2.69
57,79311,"00-02-79311-00003",7,18.83,"NONE",0,1,2.69
57,51087,"08-01-51087-00006",3,14.07,"NONE",0,1,4.69
57,51087,"08-01-51087-00025",2,10.58,"NONE",0,1,5.29
57,51651,"00-01-51651-09235",5,24.95,"NONE",0,1,4.99
57,48001,"00-01-48001-00643",10,29.9,"NONE",0,1.0187,2.99
57,48001,"00-01-48001-00641",6,17.94,"NONE",0,1.0187,2.99
57,48001,"00-01-48001-00687",25,74.75,"NONE",0,0.9375,2.99
57,99998,"88-02-99998-35369",11,27.39,"NONE",0,1,2.49
57,99998,"88-02-99998-35364",40,71.4,"NONE",0,1.125,1.785
57,99998,"88-02-99998-35365",2,3.98,"NONE",0,1.0812,1.99
57,99998,"88-02-99998-35316",10,13.9,"NONE",0,1.125,1.39
57,99998,"88-02-99998-35347",8,15.72,"NONE",0,1.125,1.965
57,99998,"88-02-99998-35276",25,62.25,"NONE",0,1,2.49
57,99998,"88-02-99998-35373",14,44.66,"NONE",0,1.125,3.19
57,99998,"88-02-99998-35197",12,18.68,"NONE",0,1.125,1.55666666666667
57,99998,"88-02-99998-35374",2,6.38,"NONE",0,1.125,3.19
58,45300,"00-01-45300-00542",6,12.94,"NONE",0,1.0187,2.15666666666667
58,45300,"00-01-45300-00549",26,54.54,"NONE",0,1.0187,2.09769230769231
58,45300,"00-01-45300-00540",7,14.93,"NONE",0,1.0187,2.13285714285714
58,51500,"00-01-51500-00055",6,19.32,"NONE",0,1.125,3.22
58,51500,"00-01-51500-25525",11,24.64,"NONE",0,1.125,2.24
58,51500,"00-02-51500-24128",82,183.68,"NONE",0,1.125,2.24
58,51500,"00-01-51500-25544",36,80.64,"NONE",0,1.125,2.24
58,51500,"00-01-51500-24320",27,60.25,"NONE",0,1.125,2.23148148148148
58,51500,"00-01-51500-25545",20,44.8,"NONE",0,1.125,2.24
58,51500,"00-01-51500-24135",14,31.36,"NONE",0,1.125,2.24
58,51500,"00-01-51500-24301",13,29.12,"NONE",0,1.125,2.24
58,51500,"00-05-51500-24136",14,43.26,"NONE",0,0.75,3.09
58,51500,"00-01-51500-72000",17,38.08,"NONE",0,1.0812,2.24
58,51500,"00-01-51500-01700",30,89.7,"NONE",0,1,2.99
58,79311,"00-01-79311-00004",16,43.04,"NONE",0,1,2.69
58,79311,"00-02-79311-00003",27,72.63,"NONE",0,1,2.69
58,51087,"08-01-51087-00003",3,12.66,"NONE",0,1,4.22
58,51087,"08-01-51087-00006",3,12.66,"NONE",0,1,4.22
58,51087,"08-01-51087-00005",2,8.44,"NONE",0,1,4.22
58,51087,"08-01-51087-00025",1,4.76,"NONE",0,1,4.76
58,51651,"00-01-51651-09235",7,34.93,"NONE",0,1,4.99
58,48001,"00-01-48001-00643",24,71.76,"NONE",0,1.0187,2.99
58,48001,"00-01-48001-00641",9,26.91,"NONE",0,1.0187,2.99
58,48001,"00-01-48001-00687",29,86.71,"NONE",0,0.9375,2.99
58,72457,"00-01-72457-66011",2,7.58,"NONE",0,0.75,3.79
58,99998,"88-02-99998-35369",23,61.47,"NONE",0,1,2.67260869565217
58,99998,"88-02-99998-35364",41,73.19,"NONE",0,1.125,1.78512195121951
58,99998,"88-02-99998-35365",3,5.97,"NONE",0,1.0812,1.99
58,99998,"88-02-99998-35316",17,23.63,"NONE",0,1.125,1.39
58,99998,"88-02-99998-35347",14,27.86,"NONE",0,1.125,1.99
58,99998,"88-02-99998-35276",28,73.92,"NONE",0,1,2.64
58,99998,"88-02-99998-35373",16,48.24,"NONE",0,1.125,3.015
58,99998,"88-02-99998-35197",22,35.78,"NONE",0,1.125,1.62636363636364
58,99998,"88-02-99998-35374",2,5.98,"NONE",0,1.125,2.99
59,45300,"00-01-45300-00542",5,10.67,"NONE",0,1.0187,2.134
59,45300,"00-01-45300-00549",18,39.42,"NONE",0,1.0187,2.19
59,45300,"00-01-45300-00540",8,17.52,"NONE",0,1.0187,2.19
59,51500,"00-01-51500-00055",9,28.98,"NONE",0,1.125,3.22
59,51500,"00-01-51500-25525",3,6.72,"NONE",0,1.125,2.24
59,51500,"00-02-51500-24128",87,194.88,"NONE",0,1.125,2.24
59,51500,"00-01-51500-25544",30,67.2,"NONE",0,1.125,2.24
59,51500,"00-01-51500-24320",29,64.96,"NONE",0,1.125,2.24
59,51500,"00-01-51500-25545",24,53.76,"NONE",0,1.125,2.24
59,51500,"00-01-51500-24135",11,24.64,"NONE",0,1.125,2.24
59,51500,"00-01-51500-24301",10,22.4,"NONE",0,1.125,2.24
59,51500,"00-05-51500-24136",8,24.72,"NONE",0,0.75,3.09
59,51500,"00-01-51500-72000",9,20.16,"NONE",0,1.0812,2.24
59,51500,"00-01-51500-01700",31,92.69,"NONE",0,1,2.99
59,79311,"00-01-79311-00004",10,26.9,"NONE",0,1,2.69
59,79311,"00-02-79311-00003",18,48.42,"NONE",0,1,2.69
59,51087,"08-01-51087-00006",1,4.22,"NONE",0,1,4.22
59,51087,"08-01-51087-00005",1,4.22,"NONE",0,1,4.22
59,51087,"08-01-51087-00025",3,14.28,"NONE",0,1,4.76
59,51651,"00-01-51651-09235",2,9.98,"NONE",0,1,4.99
59,48001,"00-01-48001-00643",52,155.22,"A+",1,1.0187,2.985
59,48001,"00-01-48001-00641",16,47.84,"A+",1,1.0187,2.99
59,48001,"00-01-48001-00687",35,104.65,"A+",1,0.9375,2.99
59,72457,"00-01-72457-66011",2,6,"NONE",0,0.75,3
59,99998,"88-02-99998-35369",18,48.42,"NONE",0,1,2.69
59,99998,"88-02-99998-35364",34,60.86,"NONE",0,1.125,1.79
59,99998,"88-02-99998-35365",8,15.92,"NONE",0,1.0812,1.99
59,99998,"88-02-99998-35316",14,19.46,"NONE",0,1.125,1.39
59,99998,"88-02-99998-35347",9,17.91,"NONE",0,1.125,1.99
59,99998,"88-02-99998-35276",27,72.63,"NONE",0,1,2.69
59,99998,"88-02-99998-35373",19,56.81,"NONE",0,1.125,2.99
59,99998,"88-02-99998-35197",19,32.21,"NONE",0,1.125,1.69526315789474
59,99998,"88-02-99998-35374",10,29.9,"NONE",0,1.125,2.99
60,45300,"00-01-45300-00542",93,100.31,"NONE",0,1.0187,1.07860215053763
60,45300,"00-01-45300-00549",422,444.16,"NONE",0,1.0187,1.05251184834123
60,45300,"00-01-45300-00540",150,154.31,"NONE",0,1.0187,1.02873333333333
60,51500,"00-01-51500-00055",3,9.66,"NONE",0,1.125,3.22
60,51500,"00-01-51500-25525",7,14,"B",0,1.125,2
60,51500,"00-02-51500-24128",154,308,"B",1,1.125,2
60,51500,"00-01-51500-25544",62,124,"B",1,1.125,2
60,51500,"00-01-51500-24320",57,114,"B",1,1.125,2
60,51500,"00-01-51500-25545",41,82,"B",0,1.125,2
60,51500,"00-01-51500-24135",37,74,"B",1,1.125,2
60,51500,"00-01-51500-24301",27,54,"B",0,1.125,2
60,51500,"00-05-51500-24136",9,27.81,"NONE",0,0.75,3.09
60,51500,"00-01-51500-72000",21,42,"B",0,1.0812,2
60,51500,"00-01-51500-01700",14,41.86,"NONE",0,1,2.99
60,79311,"00-01-79311-00004",13,34.97,"NONE",0,1,2.69
60,79311,"00-02-79311-00003",18,48.42,"NONE",0,1,2.69
60,51087,"08-01-51087-00003",3,12.66,"NONE",0,1,4.22
60,51087,"08-01-51087-00006",9,37.98,"NONE",0,1,4.22
60,51087,"08-01-51087-00005",2,8.1,"NONE",0,1,4.05
60,51087,"08-01-51087-00025",3,14.28,"NONE",0,1,4.76
60,51651,"00-01-51651-09235",2,9.98,"NONE",0,1,4.99
60,48001,"00-01-48001-00643",48,142.75,"NONE",0,1.0187,2.97395833333333
60,48001,"00-01-48001-00641",14,41.86,"NONE",0,1.0187,2.99
60,48001,"00-01-48001-00687",42,125.1,"NONE",0,0.9375,2.97857142857143
60,72457,"00-01-72457-66011",2,6,"NONE",0,0.75,3
60,99998,"88-02-99998-35369",16,43.04,"NONE",0,1,2.69
60,99998,"88-02-99998-35364",46,82.18,"NONE",0,1.125,1.78652173913043
60,99998,"88-02-99998-35365",2,3.98,"NONE",0,1.0812,1.99
60,99998,"88-02-99998-35316",9,12.51,"NONE",0,1.125,1.39
60,99998,"88-02-99998-35347",7,13.93,"NONE",0,1.125,1.99
60,99998,"88-02-99998-35276",21,56.49,"NONE",0,1,2.69
60,99998,"88-02-99998-35373",21,60.72,"NONE",0,1.125,2.89142857142857
60,99998,"88-02-99998-35197",14,23.86,"NONE",0,1.125,1.70428571428571
60,99998,"88-02-99998-35374",11,32.39,"NONE",0,1.125,2.94454545454545
61,45300,"00-01-45300-00542",8,17.52,"NONE",0,1.0187,2.19
61,45300,"00-01-45300-00549",10,19.5,"NONE",0,1.0187,1.95
61,45300,"00-01-45300-00540",8,13.92,"NONE",0,1.0187,1.74
61,51500,"00-01-51500-00055",5,16.1,"NONE",0,1.125,3.22
61,51500,"00-01-51500-25525",10,20,"NONE",0,1.125,2
61,51500,"00-02-51500-24128",150,310.81,"NONE",0,1.125,2.07206666666667
61,51500,"00-01-51500-25544",59,120.86,"NONE",0,1.125,2.04847457627119
61,51500,"00-01-51500-24320",50,105.2,"NONE",0,1.125,2.104
61,51500,"00-01-51500-25545",23,47.2,"NONE",0,1.125,2.05217391304348
61,51500,"00-01-51500-24135",33,67.57,"NONE",0,1.125,2.04757575757576
61,51500,"00-01-51500-24301",20,41.92,"NONE",0,1.125,2.096
61,51500,"00-05-51500-24136",10,30.9,"NONE",0,0.75,3.09
61,51500,"00-01-51500-72000",18,36.96,"NONE",0,1.0812,2.05333333333333
61,51500,"00-01-51500-01700",47,140.53,"NONE",0,1,2.99
61,79311,"00-01-79311-00004",7,18.83,"NONE",0,1,2.69
61,79311,"00-02-79311-00003",23,61.87,"NONE",0,1,2.69
61,51087,"08-01-51087-00006",4,16.88,"NONE",0,1,4.22
61,51087,"08-01-51087-00005",3,12.66,"NONE",0,1,4.22
61,51087,"08-01-51087-00025",1,4.76,"NONE",0,1,4.76
61,51651,"00-01-51651-09235",4,19.96,"NONE",0,1,4.99
61,48001,"00-01-48001-00643",16,47.84,"NONE",0,1.0187,2.99
61,48001,"00-01-48001-00641",14,41.86,"NONE",0,1.0187,2.99
61,48001,"00-01-48001-00687",28,81.58,"NONE",0,0.9375,2.91357142857143
61,72457,"00-01-72457-66011",1,3,"NONE",0,0.75,3
61,99998,"88-02-99998-35369",25,67.25,"NONE",0,1,2.69
61,99998,"88-02-99998-35364",31,55.49,"NONE",0,1.125,1.79
61,99998,"88-02-99998-35365",2,3.98,"NONE",0,1.0812,1.99
61,99998,"88-02-99998-35316",9,12.51,"NONE",0,1.125,1.39
61,99998,"88-02-99998-35347",6,11.94,"NONE",0,1.125,1.99
61,99998,"88-02-99998-35276",21,56.49,"NONE",0,1,2.69
61,99998,"88-02-99998-35373",16,47.64,"NONE",0,1.125,2.9775
61,99998,"88-02-99998-35197",12,19.48,"NONE",0,1.125,1.62333333333333
61,99998,"88-02-99998-35374",7,20.93,"NONE",0,1.125,2.99
62,45300,"00-01-45300-00542",20,38.87,"NONE",0,1.0187,1.9435
62,45300,"00-01-45300-00549",43,82.33,"NONE",0,1.0187,1.9146511627907
62,45300,"00-01-45300-00540",26,49.31,"NONE",0,1.0187,1.89653846153846
62,51500,"00-01-51500-00055",9,28.98,"NONE",0,1.125,3.22
62,51500,"00-01-51500-25525",8,17.92,"NONE",0,1.125,2.24
62,51500,"00-02-51500-24128",87,194.37,"NONE",0,1.125,2.23413793103448
62,51500,"00-01-51500-25544",33,73.92,"NONE",0,1.125,2.24
62,51500,"00-01-51500-24320",24,53.61,"NONE",0,1.125,2.23375
62,51500,"00-01-51500-25545",18,40.32,"NONE",0,1.125,2.24
62,51500,"00-01-51500-24135",22,48.97,"NONE",0,1.125,2.22590909090909
62,51500,"00-01-51500-24301",8,17.92,"NONE",0,1.125,2.24
62,51500,"00-05-51500-24136",14,43.13,"NONE",0,0.75,3.08071428571429
62,51500,"00-01-51500-72000",27,60.48,"NONE",0,1.0812,2.24
62,51500,"00-01-51500-01700",33,98.67,"NONE",0,1,2.99
62,79311,"00-01-79311-00004",17,45.51,"NONE",0,1,2.67705882352941
62,79311,"00-02-79311-00003",22,59.18,"NONE",0,1,2.69
62,51087,"08-01-51087-00003",6,27.83,"NONE",0,1,4.63833333333333
62,51087,"08-01-51087-00006",4,17.2,"NONE",0,1,4.3
62,51087,"08-01-51087-00005",4,18.29,"NONE",0,1,4.5725
62,51087,"08-01-51087-00025",2,9.52,"NONE",0,1,4.76
62,51651,"00-01-51651-09235",6,29.94,"NONE",0,1,4.99
62,48001,"00-01-48001-00643",19,56.81,"NONE",0,1.0187,2.99
62,48001,"00-01-48001-00641",12,35.88,"NONE",0,1.0187,2.99
62,48001,"00-01-48001-00687",41,121.97,"NONE",0,0.9375,2.97487804878049
62,72457,"00-01-72457-66011",2,6,"NONE",0,0.75,3
62,99998,"88-02-99998-35369",16,40.57,"NONE",0,1,2.535625
62,99998,"88-02-99998-35364",52,92.9,"NONE",0,1.125,1.78653846153846
62,99998,"88-02-99998-35365",7,13.93,"NONE",0,1.0812,1.99
62,99998,"88-02-99998-35316",14,19.46,"NONE",0,1.125,1.39
62,99998,"88-02-99998-35347",9,17.91,"NONE",0,1.125,1.99
62,99998,"88-02-99998-35276",33,84.18,"NONE",0,1,2.55090909090909
62,99998,"88-02-99998-35373",24,75.16,"NONE",0,1.125,3.13166666666667
62,99998,"88-02-99998-35197",20,31.4,"NONE",0,1.125,1.57
62,99998,"88-02-99998-35374",7,21.64,"NONE",0,1.125,3.09142857142857
63,45300,"00-01-45300-00542",14,26.46,"B",1,1.0187,1.89
63,45300,"00-01-45300-00549",34,64.26,"B",1,1.0187,1.89
63,45300,"00-01-45300-00540",29,54.81,"B",0,1.0187,1.89
63,51500,"00-01-51500-00055",9,28.98,"NONE",0,1.125,3.22
63,51500,"00-01-51500-25525",4,8.96,"NONE",0,1.125,2.24
63,51500,"00-02-51500-24128",78,174.59,"NONE",0,1.125,2.23833333333333
63,51500,"00-01-51500-25544",32,71.68,"NONE",0,1.125,2.24
63,51500,"00-01-51500-24320",35,78.4,"NONE",0,1.125,2.24
63,51500,"00-01-51500-25545",13,29.12,"NONE",0,1.125,2.24
63,51500,"00-01-51500-24135",12,26.88,"NONE",0,1.125,2.24
63,51500,"00-01-51500-24301",9,20.16,"NONE",0,1.125,2.24
63,51500,"00-05-51500-24136",7,21.63,"NONE",0,0.75,3.09
63,51500,"00-01-51500-72000",11,24.64,"NONE",0,1.0812,2.24
63,51500,"00-01-51500-01700",25,74.75,"NONE",0,1,2.99
63,79311,"00-01-79311-00004",9,24.21,"NONE",0,1,2.69
63,79311,"00-02-79311-00003",15,40.35,"NONE",0,1,2.69
63,51087,"08-01-51087-00006",1,4.69,"NONE",0,1,4.69
63,51087,"08-01-51087-00005",1,4.69,"NONE",0,1,4.69
63,51651,"00-01-51651-09235",5,24.95,"NONE",0,1,4.99
63,48001,"00-01-48001-00643",13,38.87,"NONE",0,1.0187,2.99
63,48001,"00-01-48001-00641",9,26.91,"NONE",0,1.0187,2.99
63,48001,"00-01-48001-00687",22,65.78,"NONE",0,0.9375,2.99
63,72457,"00-01-72457-66011",1,3.79,"NONE",0,0.75,3.79
63,99998,"88-02-99998-35369",24,60,"NONE",0,1,2.5
63,99998,"88-02-99998-35364",37,66.23,"NONE",0,1.125,1.79
63,99998,"88-02-99998-35365",3,5.97,"NONE",0,1.0812,1.99
63,99998,"88-02-99998-35316",9,12.51,"NONE",0,1.125,1.39
63,99998,"88-02-99998-35347",7,13.93,"NONE",0,1.125,1.99
63,99998,"88-02-99998-35276",41,102.5,"NONE",0,1,2.5
